Date,URL,Source,Author,Title,Description,Content
2024-09-19,https://news.slashdot.org/story/24/09/18/2027246/microsoft-and-abu-dhabis-mgx-to-back-30-billion-blackrock-ai-infrastructure,Slashdot.org,BeauHD,Microsoft and Abu Dhabi's MGX To Back $30 Billion BlackRock AI Infrastructure,An anonymous reader quotes a report from Data Center Dynamics: BlackRock plans to launch a new $30 billion artificial intelligence (AI) investment fund focused on data centers and energy projects. Microsoft and Abu Dhabi-backed investment company MGX are gene…,An anonymous reader quotes a report from Data Center Dynamics: BlackRock plans to launch a new $30 billion artificial intelligence (AI) investment fund focused on data centers and energy projects. Mi… [+1499 chars]
2024-10-03,https://tech.slashdot.org/story/24/10/03/1955209/microsoft-pulls-plug-on-mixed-reality-in-new-windows-11-update,Slashdot.org,msmash,Microsoft Pulls Plug on Mixed Reality in New Windows 11 Update,"Microsoft has discontinued Windows Mixed Reality support in its latest Windows 11 update, rendering a number of VR headsets obsolete. The move, reported by UploadVR, affects devices from major manufacturers. An estimated 80,000 users will lose access to their…","Despite the name, all Windows MR headsets were actually VR-only, and are compatible with most SteamVR content via Microsoft's SteamVR driver. The first Windows MR headsets arrived in late 2017 from A… [+869 chars]"
2024-09-19,https://www.businessinsider.com/microsoft-ceo-satya-nadella-sam-altman-openai-ousting-comments-2024-9,Business Insider,Jaures Yip,Microsoft CEO Satya Nadella is ready to move on from Sam Altman's ousting drama,"Microsoft's CEO said that Sam Altman's dramatic ousting from OpenAI already feels like ""a long-lost memory"" and ""everything that ends well is good.""","Microsoft CEO Satya Nadella spoke at the 2024 Fast Company Innovation Panel.picture alliance/Getty Images
<ul><li>Microsoft's CEO said Sam Altman's brief ousting from OpenAI feels like a ""long-lost … [+3213 chars]"
2024-09-21,https://finance.yahoo.com/news/move-over-nvidia-billionaires-selling-083300873.html/,Yahoo Entertainment,"Manali Pradhan, The Motley Fool","Move Over, Nvidia: Billionaires Are Selling Its Shares and Buying Up These 2 Artificial Intelligence (AI) Stocks Instead",Many billionaires are shifting some of their AI investments toward Super Micro Computer and Microsoft.,"Wall Street has fallen in love with the artificial intelligence (AI) trend. This is not surprising, considering that PwC analysts expect AI to add nearly $15.7 trillion to the global economy annually… [+7436 chars]"
2024-09-19,https://venturebeat.com/games/microsoft-flight-simulator-2024/,VentureBeat,Dean Takahashi,Microsoft Flight Simulator 2024 hits new heights for realism | hands-on preview,"Microsoft Flight Simulator 2024 is a pretty monumental achievement in game development, based on a preview I saw of the game in Arizona at the Grand Canyon.","GamesBeat Next is connecting the next generation of video game leaders. And you can join us, coming up October 28th and 29th in San Francisco! Take advantage of our buy one, get one free pass offer. … [+1539 chars]"
2024-10-03,https://venturebeat.com/ai/microsoft-just-dropped-drasi-and-it-could-change-how-we-handle-big-data/,VentureBeat,Michael Nuñez,"Microsoft just dropped Drasi, and it could change how we handle big data","Microsoft unveils Drasi, a groundbreaking open-source data processing system that simplifies event-driven architectures and revolutionizes cloud-native development for improved efficiency and real-time responsiveness.","Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Microsoft has launched Drasi, a new open-source data processing system … [+4304 chars]"
2024-09-30,https://www.businessinsider.com/microsoft-wont-follow-amazon-rto-unless-productivity-drops-exec-2024-9,Business Insider,Ashley Stewart,"Microsoft won't follow an Amazon-style RTO policy unless productivity slows, exec tells employees in internal meeting",Amazon's RTO mandate starts in January. Other big tech companies are taking different approaches so far.,"Scott Guthrie is Microsoft's executive vice president of cloud + AI.Stephen Lam/Getty Images
<ul><li>A Microsoft exec reassured staff it won't mandate a return to the office unless productivity drop… [+1927 chars]"
2024-09-21,https://www.wired.com/story/iran-hackers-trump-democrats-emails/,Wired,"Andy Greenberg, Lily Hay Newman, Dhruv Mehrotra",Iranian Hackers Tried to Give Hacked Trump Campaign Emails to Dems,"Plus: The FBI dismantles the largest-ever China-backed botnet, the DOJ charges two men with a $243 million crypto theft, Apple’s MacOS Sequoia breaks cybersecurity tools, and more.","The week was dominated by news that thousands of pagers, walkie-talkies and other devices were exploding across Lebanon on Tuesday and Wednesday in an attack targeting the militant group Hezbollah. A… [+6624 chars]"
2024-10-07,https://gizmodo.com/as-wide-as-your-desk-this-stunning-samsung-monitor-is-40-off-for-prime-day-2000508166,Gizmodo.com,Gizmodo Deals,"As wide as your desk, this stunning Samsung monitor is 40% off for Prime Day",This monitor is perfect for gamers.,Samsung’s Odyssey 34-inch gaming monitor is currently available at an incredible 40% discount for Amazon Prime Day which brings its price down to just $329.99 from the original $549.99. This deal is … [+1871 chars]
2024-10-03,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_12e4403c-ef76-49d4-bd54-45c936ec715e,Yahoo Entertainment,,"OpenAI raises $6.6 bln, with Microsoft, Nvidia among investors",,"If you click 'Accept all', we and our partners, including 240 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]"
2024-09-19,https://www.cnet.com/tech/computing/hp-omnibook-x-14-review-meet-the-latest-copilot-plus-pc-battery-life-champ/,CNET,Matt Elliott,HP OmniBook X 14 Review: Meet the Latest Copilot Plus PC Battery Life Champ,It runs for more hours than there are hours in a day.,"There's a new battery life leader in the Copilot Plus PC clubhouse. The first Qualcomm Snapdragon X-powered model we reviewed, the Microsoft Surface Laptop 7, ran for nearly 20 hours in testing to ou… [+14235 chars]"
2024-10-07,https://www.cnet.com/deals/microsofts-visual-studio-professional-is-only-30-for-limited-time-right-now/,CNET,Adrian Marlow,Microsoft's Visual Studio Professional Is Only $30 for a Limited Time Right Now,The price has been slashed by 93% off at StackSocial.,"The early Amazon Prime Day deals are starting to flow as we get closer to the big Oct. 8 kick-off and other retailers are starting to get in on the act, too. StackSocial is often the place to be when… [+2177 chars]"
2024-09-20,https://developers.slashdot.org/story/24/09/20/1936214/cisa-boss-makers-of-insecure-software-are-the-real-cyber-villains,Slashdot.org,msmash,CISA Boss: Makers of Insecure Software Are the Real Cyber Villains,"Software developers who ship buggy, insecure code are the true baddies in the cyber crime story, Jen Easterly, boss of the US government's Cybersecurity and Infrastructure Security Agency, has argued. From a report: ""The truth is: Technology vendors are the c…","What is this guy smoking? I believe most of us have been demanding mostly the opposite of what Microsoft has been packaging for years. I mean lets get real. Who asked for Windows 11?
Microsoft turne… [+256 chars]"
2024-09-28,https://www.androidcentral.com/gaming/virtual-reality/meta-connect-2024-was-missing-third-party-quest-headsets-heres-why,Android Central,michael.hicks@futurenet.com (Michael L Hicks),"Meta Connect had one big Quest-related no-show, but there's a reason for it","Earlier this spring, Meta announced partnerships with Microsoft, Lenovo, and ASUS ROG to make limited-edition or third-party VR headsets running Quest software. Since then, it's been crickets from all parties. So we asked Meta's VP of MR/VR why.","Meta Connect 2024 had a fun but predictable itinerary: its budget Quest 3S headset, AI tricks, new VR games, and a snazzy new AR glasses prototype. But we also predicted (and hoped) that third-party … [+3928 chars]"
2024-09-26,https://slate.com/technology/2024/09/finale-music-notation-software-shutting-down-how-the-program-became-so-widely-used.html,Slate Magazine,Nitish Pahwa,Decades’ Worth of Musical History Is About to Disappear. You’ve Probably Heard Nothing About It.,Why the “Microsoft Word of music” is shutting down forever.,"Last month, nothing short of an earthquake-level upheaval struck the professional music industry. On Aug. 26, the president of the Colorado-based tech company MakeMusic announced that the firm would … [+10955 chars]"
2024-09-18,https://www.wired.com/story/do-you-need-an-antivirus-program-on-windows/,Wired,David Nield,Do You Need an Antivirus Program on Windows?,Just keeping all your software up to date will go a long way toward ensuring you’re safe from threats. But follow these tips to stay as protected as possible.,"Don't underestimate the value of updates for your browser and for Windows itself either. A significant number of malware packages exploit older software, which is why Microsoft and the browser makers… [+2665 chars]"
2024-09-21,https://www.foxnews.com/tech/ai-newsletter-microsoft-goes-nuclear,Fox News,Fox News Staff,Fox News AI Newsletter: Microsoft goes nuclear,Stay up to date on the latest AI technology advancements and learn about the challenges and opportunities AI presents now and for the future.,"Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- Microsoft deal would reopen Pennsylvania nuclear plant, site of 1979 parti… [+2037 chars]"
2024-09-26,https://www.polygon.com/gaming/456808/microsoft-flight-simulator-digital-twin-preview,Polygon,Charlie Hall,Microsoft is using Flight Simulator to build Earth’s ‘digital twin’,"Talking with Jorg Neuman, the head of Microsoft Flight Simulator franchise, is always a treat. I had the opportunity to do it first around the launch of the reboot, titled Microsoft Flight Simulator, in 2020, and a few more times throughout the game’s nearly …","Talking with Jorg Neuman, the head of Microsoft Flight Simulator franchise, is always a treat. I had the opportunity to do it first around the launch of the reboot, titled Microsoft Flight Simulator,… [+6164 chars]"
2024-09-19,https://www.polygon.com/gaming/453235/microsoft-flight-simulator-2024-preview-grand-canyon,Polygon,Charlie Hall,Microsoft Flight Simulator 2024 stuns in first hands-on experience,"When the reboot of Microsoft Flight Simulator launched in the summer of 2020, I called it the most remarkable new game in a generation. By combining data from Bing Maps with a next-generation physics-based flight model, real-world weather data, and live air t…","When the reboot of Microsoft Flight Simulator launched in the summer of 2020, I called it the most remarkable new game in a generation. By combining data from Bing Maps with a next-generation physics… [+5619 chars]"
2024-09-19,https://it.slashdot.org/story/24/09/19/1851232/apples-new-macos-sequoia-update-breaking-major-security-tools,Slashdot.org,msmash,Apple's New macOS Sequoia Update Breaking Major Security Tools,"Apple's latest macOS 15 ""Sequoia"" update, released earlier this week, has disrupted security tools from major providers including CrowdStrike, SentinelOne, and Microsoft, according to reports. The extent and cause of the disruption remain unclear.






Read…","The media articles are light on information. Are these issues that weren't in the preview releases, but only originated at the official release? This is the only way I'd put it on Apple.
If the chan… [+85 chars]"
2024-10-07,https://apple.slashdot.org/story/24/10/07/1847229/apple-fixes-bugs-in-macos-sequoia-that-broke-some-cybersecurity-tools,Slashdot.org,msmash,Apple Fixes Bugs in macOS Sequoia That Broke Some Cybersecurity Tools,"Apple has rolled out an update to macOS 15 Sequoia that addresses compatibility issues with third-party security software that emerged in the initial release. The update, macOS 15.0.1, aims to resolve problems affecting products from CrowdStrike and Microsoft…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.
2024-10-07,https://www.businessinsider.com/microsoft-hr-performance-signs-bad-at-job-2024-10,Business Insider,Chris Williams,"3 signs you might be bad at your job, according to the former VP of HR at Microsoft",A former VP of HR at Microsift who has worked in the field for over 40 years shares three signs to look for that suggest you're bad at your job.,"A woman takes a breather at her desk.asmin Merdan/Getty Images
<ul><li>Chris Williams is an ex-VP of HR at Microsoft and has over 40 years of experience in his industry.</li><li>Williams says he's s… [+5307 chars]"
2024-09-30,https://www.theverge.com/2024/9/30/24258147/amd-zen-5-cpu-performance-latency-bios-updates,The Verge,Tom Warren,AMD improves Zen 5 CPU latency and performance with BIOS updates,AMD is bumping the performance of some of its Zen 5 desktop CPUs. A new BIOS update will also address some latency concerns with AMD’s latest CPUs.,"AMD improves Zen 5 CPU latency and performance with BIOS updates
AMD improves Zen 5 CPU latency and performance with BIOS updates
 / Windows and BIOS updates are improving the Ryzen 9000-series per… [+2520 chars]"
2024-09-15,https://gizmodo.com/amazon-prime-day-october-forget-black-friday-uncover-the-years-best-big-deals-now-2000497388,Gizmodo.com,Gizmodo Deals,"Amazon Prime Day (October): Forget Black Friday, Uncover the Year’s Best Big Deals Now","Get ready for the highly anticipated Prime Big Deal Days in October 2024, where Amazon will once again offer exclusive discounts to its Prime members.",Amazon is gearing up for another major sales event this October (possibly around the 8th or 9th) and gives shoppers a second chance to score incredible deals before the holiday season kicks into high… [+5718 chars]
2024-10-04,https://tech.slashdot.org/story/24/10/04/218251/google-is-testing-verified-checkmarks-in-search,Slashdot.org,BeauHD,Google Is Testing Verified Checkmarks In Search,"Google is testing a new verification feature in search, in a move aimed at helping users avoid fake or fraudulent websites. The Verge's Jess Weatherbed reports: My colleague Jay Peters spotted checkmarks next to official site links for Microsoft, Meta, Epic G…",What about quality? Have you ever met someone who has found a search result on the Microsoft Community pages that was actually helpful instead of some MS-certified idiot repeating the question asked … [+47 chars]
2024-10-02,https://gizmodo.com/openai-raises-billions-while-pledging-to-work-with-u-s-and-allied-governments-2000506556,Gizmodo.com,Matt Novak,OpenAI Raises Billions While Pledging to Work With ‘U.S. and Allied Governments’,"OpenAI is now valued at $157 billion, a close read of OpenAI's statement might provide some hints about the future.","OpenAI has raised $6.6 billion at a $157 billion post-money valuation, according to a statement the company posted online Wednesday. The funding round was led by Thrive Capital, which invested $1.25 … [+4379 chars]"
2024-09-18,https://gizmodo.com/upgrade-your-pc-to-windows-11-pro-for-just-20-a-huge-89-discount-2000500225,Gizmodo.com,Mike Fazioli,Upgrade Your PC to Windows 11 Pro for Just $20 — a Huge 89% Discount!,Save $180 on the latest and greatest version of Microsoft's powerful OS while this StackSocial deal lasts,"If opening your PC fills you with dread and frustration because it’s slow and laggy, you’ll be tempted to shell out hundreds or even thousands of dollars on a new computer. Before you take that plung… [+2404 chars]"
2024-10-07,https://gizmodo.com/this-rival-to-the-ipad-pro-is-now-43-off-on-amazon-and-costs-only-159-during-prime-day-2000508655,Gizmodo.com,Gizmodo Deals,This Rival to the iPad Pro is Now 43% Off on Amazon and Costs Only $159 During Prime Day,Amazon offers an incredible 43% discount on this impressive iPad Pro rival.,Amazon’s Prime Day is bringing a terrific deal on the 128GB Fire Max 11 tablet which is currently available for just $159 down from its regular price of $279. This is a massive 43% discount on the or… [+2036 chars]
2024-10-12,https://gizmodo.com/forget-amazon-prime-day-this-windows-11-pro-license-is-available-for-just-19-89-off-2000511071,Gizmodo.com,Gizmodo Deals,"Forget Amazon Prime Day, This Windows 11 Pro License is Available For Just $19 (89% off)","Right after Prime Day, StackSocial is offering Windows 11 Pro licenses for just $19.97.","Following the Prime Day event, a deal has emerged that rivals even Amazon’s best offerings. StackSocial has unveiled an astonishing offer on Windows 11 Pro licenses, slashing the price to a mere $19.… [+2618 chars]"
2024-10-04,https://www.fastcompany.com/91203365/microsoft-doj-intercept-russian-hacking-groups-spear-phishing-campaign,Fast Company,Associated Press,Microsoft and the DOJ intercept this Russian hacking group’s spear phishing campaign,"Russian hacking group Star Blizzard is targeting groups including American military contractors and the Department of Energy.

A hacking group tied to Russian intelligence tried to worm its way into the systems of dozens of Western think tanks, journalists an…","A hacking group tied to Russian intelligence tried to worm its way into the systems of dozens of Western think tanks, journalists and former military and intelligence officials, Microsoft and U.S. au… [+2733 chars]"
2024-09-17,https://www.digitaltrends.com/computing/launching-windows-11-apps-could-get-much-faster/,Digital Trends,Willow Roberts,Launching Windows 11 apps could get up to 50% faster thanks to this new tech,"has spotted a recent from Microsoft confirming native Ahead of Time (AOT) support has been added to the Windows App SDK. According to Microsoft, this could bring major improvements to the launch times of Windows 11 apps. In its own testing, Microsoft has meas…","Windows Latest has spotted a recent support document post from Microsoft confirming native Ahead of Time (AOT) support has been added to the Windows App SDK. According to Microsoft, this could bring … [+1650 chars]"
2024-10-09,https://finance.yahoo.com/news/microsoft-corp-msft-stock-rich-062217055.html,Yahoo Entertainment,Neha Gupta,Microsoft Corp (MSFT): Stock That Will Make You Rich in 5-10 Years,"We recently compiled a list of the 10 stocks that will make you rich in 5-10 years. In this article, we are going to take a look at where Microsoft Corp...","We recently compiled a list of the 10 stocks that will make you rich in 5-10 years. In this article, we are going to take a look at where Microsoft Corp (NASDAQ:MSFT) stands against the other the Sto… [+10243 chars]"
2024-09-18,https://www.businessinsider.com/bill-gates-daughter-cut-out-by-friends-after-conspiracy-theories-2024-9,Business Insider,Nora Redmond,Bill Gates' daughter says friends have cut her off because of vaccine conspiracy theories about her dad,"Phoebe Gates, a daughter of Bill and Melinda French Gates, said she has had friendships end because of the vaccine conspiracy theories about her dad.","Phoebe Gates told her dad, Bill Gates, about some of the crazy conspiracy theories she has seen about him online in the Microsoft cofounders' latest documentary. Dimitrios Kambouris/Getty Images.
<u… [+2535 chars]"
